date,sig,city,temp_type,ticker,bet,line,first_seen_est,last_seen_est,end_seen_est,duration_seconds,scan_count,max_edge_pct,last_edge_pct,close_reason
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 02:03:00 AM EST,2026-03-08 02:09:00 AM EST,2026-03-08 02:12:00 AM EST,360,3,25.0,25.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTATL-26MAR08-B73.5|BUY NO,Atlanta,high,KXHIGHTATL-26MAR08-B73.5,BUY NO,73F to 74F,2026-03-08 02:06:00 AM EST,2026-03-08 02:09:00 AM EST,2026-03-08 02:12:00 AM EST,180,2,14.0,14.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTDEN-26MAR08-T32|BUY YES,Denver,low,KXLOWTDEN-26MAR08-T32,BUY YES,33F or above,2026-03-08 02:09:00 AM EST,2026-03-08 02:09:00 AM EST,2026-03-08 02:12:00 AM EST,0,1,6.53,6.53,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTPHIL-26MAR08-T47|BUY YES,Philadelphia,low,KXLOWTPHIL-26MAR08-T47,BUY YES,46F or below,2026-03-08 02:12:00 AM EST,2026-03-08 02:12:00 AM EST,2026-03-08 02:15:00 AM EST,0,1,53.26,53.26,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTMIN-26MAR08-T61|BUY NO,Minneapolis,high,KXHIGHTMIN-26MAR08-T61,BUY NO,60F or below,2026-03-08 01:24:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,3060,16,9.19,6.36,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 02:00:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,900,6,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-T58|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-T58,BUY NO,57F or below,2026-03-08 02:06:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,540,4,11.56,10.76,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 02:09:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,360,3,33.0,32.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 02:15:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,0,1,49.0,49.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTNOLA-26MAR08-B82.5|BUY NO,New Orleans,high,KXHIGHTNOLA-26MAR08-B82.5,BUY NO,82F to 83F,2026-03-08 02:15:00 AM EST,2026-03-08 02:15:00 AM EST,2026-03-08 02:18:00 AM EST,0,1,12.0,12.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 01:17:00 AM EST,2026-03-08 02:18:00 AM EST,2026-03-08 02:21:00 AM EST,3660,19,25.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTAUS-26MAR08-B53.5|BUY NO,Austin,low,KXLOWTAUS-26MAR08-B53.5,BUY NO,53F to 54F,2026-03-08 02:18:00 AM EST,2026-03-08 02:18:00 AM EST,2026-03-08 02:21:00 AM EST,0,1,25.94,25.94,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 02:21:00 AM EST,2026-03-08 02:21:00 AM EST,2026-03-08 02:24:00 AM EST,0,1,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-T58|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-T58,BUY NO,57F or below,2026-03-08 02:21:00 AM EST,2026-03-08 02:21:00 AM EST,2026-03-08 02:24:00 AM EST,0,1,8.18,8.18,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:15:00 AM EST,2026-03-08 02:24:00 AM EST,2026-03-08 02:28:00 AM EST,540,4,23.0,23.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTNYC-26MAR08-B51.5|BUY NO,New York City,low,KXLOWTNYC-26MAR08-B51.5,BUY NO,51F to 52F,2026-03-08 02:24:00 AM EST,2026-03-08 02:24:00 AM EST,2026-03-08 02:28:00 AM EST,0,1,49.0,49.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 02:24:00 AM EST,2026-03-08 02:24:00 AM EST,2026-03-08 02:28:00 AM EST,0,1,32.0,32.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 02:24:00 AM EST,2026-03-08 02:28:00 AM EST,2026-03-08 02:31:00 AM EST,240,2,48.0,48.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 02:28:00 AM EST,2026-03-08 02:31:00 AM EST,2026-03-08 02:35:00 AM EST,180,2,25.0,23.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHPHIL-26MAR08-B69.5|BUY NO,Philadelphia,high,KXHIGHPHIL-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:28:00 AM EST,2026-03-08 02:31:00 AM EST,2026-03-08 02:35:00 AM EST,180,2,25.0,25.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 02:31:00 AM EST,2026-03-08 02:35:00 AM EST,2026-03-08 02:38:00 AM EST,240,2,49.68,49.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTDEN-26MAR08-T32|BUY YES,Denver,low,KXLOWTDEN-26MAR08-T32,BUY YES,33F or above,2026-03-08 02:31:00 AM EST,2026-03-08 02:35:00 AM EST,2026-03-08 02:38:00 AM EST,240,2,8.46,8.46,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-T58|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-T58,BUY NO,57F or below,2026-03-08 02:28:00 AM EST,2026-03-08 02:38:00 AM EST,2026-03-08 02:41:00 AM EST,600,4,8.18,5.78,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:38:00 AM EST,2026-03-08 02:38:00 AM EST,2026-03-08 02:41:00 AM EST,0,1,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 02:38:00 AM EST,2026-03-08 02:41:00 AM EST,2026-03-08 02:44:00 AM EST,180,2,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTNYC-26MAR08-B51.5|BUY NO,New York City,low,KXLOWTNYC-26MAR08-B51.5,BUY NO,51F to 52F,2026-03-08 02:41:00 AM EST,2026-03-08 02:41:00 AM EST,2026-03-08 02:44:00 AM EST,0,1,51.0,51.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 02:41:00 AM EST,2026-03-08 02:41:00 AM EST,2026-03-08 02:44:00 AM EST,0,1,44.68,44.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDC-26MAR08-T75|BUY YES,Washington DC,high,KXHIGHTDC-26MAR08-T75,BUY YES,76F or above,2026-03-08 02:41:00 AM EST,2026-03-08 02:41:00 AM EST,2026-03-08 02:44:00 AM EST,0,1,13.01,13.01,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 02:21:00 AM EST,2026-03-08 02:44:00 AM EST,2026-03-08 02:48:00 AM EST,1380,8,34.0,34.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 02:41:00 AM EST,2026-03-08 02:44:00 AM EST,2026-03-08 02:48:00 AM EST,180,2,19.0,19.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B34.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B34.5,BUY NO,34F to 35F,2026-03-08 02:44:00 AM EST,2026-03-08 02:44:00 AM EST,2026-03-08 02:48:00 AM EST,0,1,37.0,37.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:44:00 AM EST,2026-03-08 02:44:00 AM EST,2026-03-08 02:48:00 AM EST,0,1,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-T58|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-T58,BUY NO,57F or below,2026-03-08 02:44:00 AM EST,2026-03-08 02:44:00 AM EST,2026-03-08 02:48:00 AM EST,0,1,15.38,15.38,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 02:48:00 AM EST,2026-03-08 02:48:00 AM EST,2026-03-08 02:51:00 AM EST,0,1,46.68,46.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTDEN-26MAR08-T32|BUY YES,Denver,low,KXLOWTDEN-26MAR08-T32,BUY YES,33F or above,2026-03-08 02:48:00 AM EST,2026-03-08 02:48:00 AM EST,2026-03-08 02:51:00 AM EST,0,1,13.46,13.46,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:51:00 AM EST,2026-03-08 02:51:00 AM EST,2026-03-08 02:55:00 AM EST,0,1,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTMIN-26MAR08-B63.5|BUY NO,Minneapolis,high,KXHIGHTMIN-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 02:51:00 AM EST,2026-03-08 02:51:00 AM EST,2026-03-08 02:55:00 AM EST,0,1,5.0,5.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 02:38:00 AM EST,2026-03-08 02:55:00 AM EST,2026-03-08 02:59:00 AM EST,1020,6,24.0,23.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 02:51:00 AM EST,2026-03-08 02:55:00 AM EST,2026-03-08 02:59:00 AM EST,240,2,22.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 02:55:00 AM EST,2026-03-08 02:55:00 AM EST,2026-03-08 02:59:00 AM EST,0,1,47.68,47.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 02:38:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,1260,7,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B32.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B32.5,BUY NO,32F to 33F,2026-03-08 02:55:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,240,2,14.0,11.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTNYC-26MAR08-B51.5|BUY NO,New York City,low,KXLOWTNYC-26MAR08-B51.5,BUY NO,51F to 52F,2026-03-08 02:59:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,0,1,40.0,40.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 02:59:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,0,1,31.0,31.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 02:59:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,0,1,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:59:00 AM EST,2026-03-08 02:59:00 AM EST,2026-03-08 03:04:00 AM EST,0,1,22.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 03:04:00 AM EST,2026-03-08 03:07:00 AM EST,2026-03-08 03:10:00 AM EST,180,2,51.23,51.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHPHIL-26MAR08-B67.5|BUY NO,Philadelphia,high,KXHIGHPHIL-26MAR08-B67.5,BUY NO,67F to 68F,2026-03-08 03:07:00 AM EST,2026-03-08 03:07:00 AM EST,2026-03-08 03:10:00 AM EST,0,1,8.45,8.45,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTMIN-26MAR08-T61|BUY NO,Minneapolis,high,KXHIGHTMIN-26MAR08-T61,BUY NO,60F or below,2026-03-08 02:59:00 AM EST,2026-03-08 03:10:00 AM EST,2026-03-08 03:13:00 AM EST,660,4,31.99,31.99,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 03:10:00 AM EST,2026-03-08 03:10:00 AM EST,2026-03-08 03:13:00 AM EST,0,1,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 03:13:00 AM EST,2026-03-08 03:13:00 AM EST,2026-03-08 03:16:00 AM EST,0,1,48.23,48.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTNYC-26MAR08-B49.5|BUY NO,New York City,low,KXLOWTNYC-26MAR08-B49.5,BUY NO,49F to 50F,2026-03-08 03:13:00 AM EST,2026-03-08 03:13:00 AM EST,2026-03-08 03:16:00 AM EST,0,1,45.81,45.81,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B34.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B34.5,BUY NO,34F to 35F,2026-03-08 03:13:00 AM EST,2026-03-08 03:13:00 AM EST,2026-03-08 03:16:00 AM EST,0,1,39.0,39.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 03:07:00 AM EST,2026-03-08 03:16:00 AM EST,2026-03-08 03:19:00 AM EST,540,4,52.0,52.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 03:10:00 AM EST,2026-03-08 03:16:00 AM EST,2026-03-08 03:19:00 AM EST,360,3,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B32.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B32.5,BUY NO,32F to 33F,2026-03-08 03:16:00 AM EST,2026-03-08 03:16:00 AM EST,2026-03-08 03:19:00 AM EST,0,1,63.0,63.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDC-26MAR08-B74.5|BUY NO,Washington DC,high,KXHIGHTDC-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 03:10:00 AM EST,2026-03-08 03:19:00 AM EST,2026-03-08 03:23:00 AM EST,540,4,27.0,27.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-T58|BUY YES,Boston,high,KXHIGHTBOS-26MAR08-T58,BUY YES,57F or below,2026-03-08 02:59:00 AM EST,2026-03-08 03:23:00 AM EST,2026-03-08 03:27:00 AM EST,1440,8,10.2,7.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 03:23:00 AM EST,2026-03-08 03:23:00 AM EST,2026-03-08 03:27:00 AM EST,0,1,22.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 03:23:00 AM EST,2026-03-08 03:27:00 AM EST,2026-03-08 03:30:00 AM EST,240,2,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B72.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 03:04:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,1560,9,31.0,31.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 03:13:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,1020,6,31.0,28.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 03:27:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,180,2,52.0,52.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSATX-26MAR08-B68.5|BUY NO,San Antonio,high,KXHIGHTSATX-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 03:27:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,180,2,36.0,35.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 03:30:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,0,1,49.23,49.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTAUS-26MAR08-B53.5|BUY NO,Austin,low,KXLOWTAUS-26MAR08-B53.5,BUY NO,53F to 54F,2026-03-08 03:30:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,0,1,40.0,40.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTMIN-26MAR08-T61|BUY NO,Minneapolis,high,KXHIGHTMIN-26MAR08-T61,BUY NO,60F or below,2026-03-08 03:30:00 AM EST,2026-03-08 03:30:00 AM EST,2026-03-08 03:33:00 AM EST,0,1,31.19,31.19,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 03:33:00 AM EST,2026-03-08 03:36:00 AM EST,2026-03-08 03:39:00 AM EST,180,2,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSATX-26MAR08-B68.5|BUY NO,San Antonio,high,KXHIGHTSATX-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 03:36:00 AM EST,2026-03-08 03:36:00 AM EST,2026-03-08 03:39:00 AM EST,0,1,35.0,35.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B72.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 03:36:00 AM EST,2026-03-08 03:39:00 AM EST,2026-03-08 03:42:00 AM EST,180,2,30.0,30.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-T69|BUY NO,Austin,high,KXHIGHAUS-26MAR08-T69,BUY NO,68F or below,2026-03-08 03:36:00 AM EST,2026-03-08 03:39:00 AM EST,2026-03-08 03:42:00 AM EST,180,2,13.39,13.39,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTLV-26MAR08-B74.5|BUY NO,Las Vegas,high,KXHIGHTLV-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 03:39:00 AM EST,2026-03-08 03:39:00 AM EST,2026-03-08 03:42:00 AM EST,0,1,20.42,20.42,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 03:07:00 AM EST,2026-03-08 03:45:00 AM EST,2026-03-08 03:48:00 AM EST,2280,13,39.0,38.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 03:36:00 AM EST,2026-03-08 03:45:00 AM EST,2026-03-08 03:48:00 AM EST,540,4,49.23,49.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 03:42:00 AM EST,2026-03-08 03:45:00 AM EST,2026-03-08 03:48:00 AM EST,180,2,51.0,51.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 03:45:00 AM EST,2026-03-08 03:45:00 AM EST,2026-03-08 03:48:00 AM EST,0,1,25.0,25.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 03:42:00 AM EST,2026-03-08 03:48:00 AM EST,2026-03-08 03:51:00 AM EST,360,3,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B32.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B32.5,BUY NO,32F to 33F,2026-03-08 03:48:00 AM EST,2026-03-08 03:48:00 AM EST,2026-03-08 03:51:00 AM EST,0,1,11.0,11.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 03:45:00 AM EST,2026-03-08 03:51:00 AM EST,2026-03-08 03:54:00 AM EST,360,3,17.0,17.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTDEN-26MAR08-T32|BUY YES,Denver,low,KXLOWTDEN-26MAR08-T32,BUY YES,33F or above,2026-03-08 03:48:00 AM EST,2026-03-08 03:51:00 AM EST,2026-03-08 03:54:00 AM EST,180,2,10.23,10.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHMIA-26MAR08-B84.5|BUY NO,Miami,high,KXHIGHMIA-26MAR08-B84.5,BUY NO,84F to 85F,2026-03-08 03:51:00 AM EST,2026-03-08 03:51:00 AM EST,2026-03-08 03:54:00 AM EST,0,1,48.0,48.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTMIA-26MAR08-T72|BUY NO,Miami,low,KXLOWTMIA-26MAR08-T72,BUY NO,73F or above,2026-03-08 03:54:00 AM EST,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,0,1,51.23,51.23,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 03:54:00 AM EST,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,0,1,38.0,38.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 03:54:00 AM EST,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,0,1,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTCHI-26MAR08-B32.5|BUY NO,Chicago,low,KXLOWTCHI-26MAR08-B32.5,BUY NO,32F to 33F,2026-03-08 03:54:00 AM EST,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,0,1,13.0,13.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXLOWTNYC-26MAR08-B49.5|BUY NO,New York City,low,KXLOWTNYC-26MAR08-B49.5,BUY NO,49F to 50F,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,2026-03-08 04:00:00 AM EST,180,2,53.81,53.81,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 03:54:00 AM EST,2026-03-08 03:57:00 AM EST,2026-03-08 04:00:00 AM EST,180,2,26.0,26.0,edge_dropped_or_filtered
